type,id,attributes.accession,attributes.pipeline-version,attributes.experiment-type,attributes.analysis-status,attributes.analysis-summary,attributes.is-private,attributes.last-update,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.study.data.id,relationships.study.data.type,relationships.run.data.id,relationships.run.data.type,relationships.sample.data.id,relationships.sample.data.type
analysis-jobs,MGYA00776799,MGYA00776799,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '34323'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30120'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30120'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30120'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30094'}]",False,2024-07-29T08:43:07.619192,2024-07-29T08:43:06,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716919,runs,SRS5841639,samples
analysis-jobs,MGYA00776801,MGYA00776801,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35128'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31185'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31185'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31185'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30951'}]",False,2024-07-29T08:43:22.325049,2024-07-29T08:43:21,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716917,runs,SRS5841641,samples
analysis-jobs,MGYA00776803,MGYA00776803,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '37989'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34233'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34233'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34233'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34218'}]",False,2024-07-29T08:43:36.153349,2024-07-29T08:43:35,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716912,runs,SRS5841646,samples
analysis-jobs,MGYA00776805,MGYA00776805,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '23101'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19997'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19997'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19997'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19989'}]",False,2024-07-29T08:43:50.165590,2024-07-29T08:43:49,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716910,runs,SRS5841651,samples
analysis-jobs,MGYA00776808,MGYA00776808,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32650'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29226'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29226'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29226'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25039'}]",False,2024-07-29T08:44:05.194736,2024-07-29T08:44:04,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716909,runs,SRS5841648,samples
analysis-jobs,MGYA00776809,MGYA00776809,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '25349'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22736'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22736'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22736'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '22731'}]",False,2024-07-29T08:44:17.702354,2024-07-29T08:44:16,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716908,runs,SRS5841649,samples
analysis-jobs,MGYA00776810,MGYA00776810,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31106'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28035'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28035'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28035'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28028'}]",False,2024-07-29T08:44:33.891212,2024-07-29T08:44:33,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716905,runs,SRS5841655,samples
analysis-jobs,MGYA00776811,MGYA00776811,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39272'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '35366'}, {'key': 'Nucleotide sequences after length filtering', 'value': '35366'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '35366'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35359'}]",False,2024-07-29T08:44:46.690636,2024-07-29T08:44:45,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716904,runs,SRS5841653,samples
analysis-jobs,MGYA00776812,MGYA00776812,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30912'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27821'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27821'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27821'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24219'}]",False,2024-07-29T08:44:59.181720,2024-07-29T08:44:58,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716898,runs,SRS5841659,samples
analysis-jobs,MGYA00776813,MGYA00776813,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36635'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32466'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32466'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32466'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32465'}]",False,2024-07-29T08:45:12.308772,2024-07-29T08:45:11,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716897,runs,SRS5841662,samples
analysis-jobs,MGYA00776814,MGYA00776814,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39002'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34227'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34227'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34227'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34222'}]",False,2024-07-29T08:45:26.493684,2024-07-29T08:45:25,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716896,runs,SRS5841661,samples
analysis-jobs,MGYA00776815,MGYA00776815,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '28941'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25841'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25841'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25841'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25829'}]",False,2024-07-29T08:45:41.123923,2024-07-29T08:45:40,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716895,runs,SRS5841663,samples
analysis-jobs,MGYA00776816,MGYA00776816,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '45535'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '41209'}, {'key': 'Nucleotide sequences after length filtering', 'value': '41209'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '41209'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '37940'}]",False,2024-07-29T08:45:55.253404,2024-07-29T08:45:54,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716889,runs,SRS5841667,samples
analysis-jobs,MGYA00776817,MGYA00776817,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38877'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34547'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34547'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34547'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29533'}]",False,2024-07-29T08:46:09.362102,2024-07-29T08:46:08,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716888,runs,SRS5841670,samples
analysis-jobs,MGYA00776818,MGYA00776818,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32278'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28853'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28853'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28853'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23946'}]",False,2024-07-29T08:46:22.555062,2024-07-29T08:46:21,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716885,runs,SRS5841674,samples
analysis-jobs,MGYA00776819,MGYA00776819,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30058'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '26354'}, {'key': 'Nucleotide sequences after length filtering', 'value': '26354'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '26354'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19001'}]",False,2024-07-29T08:46:35.543611,2024-07-29T08:46:34,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716880,runs,SRS5841679,samples
analysis-jobs,MGYA00776820,MGYA00776820,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22567'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '20212'}, {'key': 'Nucleotide sequences after length filtering', 'value': '20212'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '20212'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '15836'}]",False,2024-07-29T08:46:50.192938,2024-07-29T08:46:49,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716879,runs,SRS5841676,samples
analysis-jobs,MGYA00776821,MGYA00776821,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30449'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '26435'}, {'key': 'Nucleotide sequences after length filtering', 'value': '26435'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '26435'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23152'}]",False,2024-07-29T08:47:04.348673,2024-07-29T08:47:02,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716876,runs,SRS5841683,samples
analysis-jobs,MGYA00776822,MGYA00776822,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35475'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31648'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31648'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31648'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28281'}]",False,2024-07-29T08:47:17.429512,2024-07-29T08:47:16,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716873,runs,SRS5841684,samples
analysis-jobs,MGYA00776823,MGYA00776823,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '42231'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37231'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37231'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37231'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31886'}]",False,2024-07-29T08:47:31.122909,2024-07-29T08:47:30,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716864,runs,SRS5841697,samples
analysis-jobs,MGYA00776824,MGYA00776824,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22579'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19925'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19925'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19925'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17246'}]",False,2024-07-29T08:47:46.677096,2024-07-29T08:47:45,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716860,runs,SRS5841699,samples
analysis-jobs,MGYA00776825,MGYA00776825,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '37351'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33231'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33231'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33231'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28942'}]",False,2024-07-29T08:48:00.947276,2024-07-29T08:47:59,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716859,runs,SRS5841700,samples
analysis-jobs,MGYA00776826,MGYA00776826,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39542'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '35193'}, {'key': 'Nucleotide sequences after length filtering', 'value': '35193'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '35193'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30978'}]",False,2024-07-29T08:48:15.123890,2024-07-29T08:48:14,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716858,runs,SRS5841698,samples
analysis-jobs,MGYA00776827,MGYA00776827,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '43908'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '38814'}, {'key': 'Nucleotide sequences after length filtering', 'value': '38814'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '38814'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34080'}]",False,2024-07-29T08:48:29.296065,2024-07-29T08:48:28,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716857,runs,SRS5841703,samples
analysis-jobs,MGYA00776828,MGYA00776828,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46128'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '41290'}, {'key': 'Nucleotide sequences after length filtering', 'value': '41290'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '41290'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29559'}]",False,2024-07-29T08:48:42.798458,2024-07-29T08:48:41,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716855,runs,SRS5841702,samples
analysis-jobs,MGYA00776829,MGYA00776829,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '42709'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37866'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37866'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37866'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '33698'}]",False,2024-07-29T08:48:56.696342,2024-07-29T08:48:55,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716851,runs,SRS5841708,samples
analysis-jobs,MGYA00776830,MGYA00776830,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36515'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32351'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32351'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32351'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28096'}]",False,2024-07-29T08:49:11.178660,2024-07-29T08:49:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716848,runs,SRS5841710,samples
analysis-jobs,MGYA00776831,MGYA00776831,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33848'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29833'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29833'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29833'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23841'}]",False,2024-07-29T08:49:24.999360,2024-07-29T08:49:24,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716845,runs,SRS5841714,samples
analysis-jobs,MGYA00776832,MGYA00776832,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46190'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40756'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40756'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40756'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32444'}]",False,2024-07-29T08:49:37.975293,2024-07-29T08:49:37,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716843,runs,SRS5841713,samples
analysis-jobs,MGYA00776833,MGYA00776833,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '44858'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39785'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39785'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39785'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31891'}]",False,2024-07-29T08:49:51.864035,2024-07-29T08:49:51,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716839,runs,SRS5841720,samples
analysis-jobs,MGYA00776834,MGYA00776834,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '51819'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '45802'}, {'key': 'Nucleotide sequences after length filtering', 'value': '45802'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '45802'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26791'}]",False,2024-07-29T08:50:05.349740,2024-07-29T08:50:04,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716836,runs,SRS5841722,samples
analysis-jobs,MGYA00776835,MGYA00776835,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '29201'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25909'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25909'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25909'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '21274'}]",False,2024-07-29T08:50:20.138774,2024-07-29T08:50:19,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716835,runs,SRS5841723,samples
analysis-jobs,MGYA00776836,MGYA00776836,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31495'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27712'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27712'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27712'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '20875'}]",False,2024-07-29T08:50:33.705822,2024-07-29T08:50:32,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716831,runs,SRS5841728,samples
analysis-jobs,MGYA00776837,MGYA00776837,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39144'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34790'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34790'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34790'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30154'}]",False,2024-07-29T08:50:46.750276,2024-07-29T08:50:45,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716829,runs,SRS5841729,samples
analysis-jobs,MGYA00776838,MGYA00776838,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '34364'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30442'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30442'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30442'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23795'}]",False,2024-07-29T08:51:00.865720,2024-07-29T08:50:59,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716827,runs,SRS5841732,samples
analysis-jobs,MGYA00776839,MGYA00776839,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '7451'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '6429'}, {'key': 'Nucleotide sequences after length filtering', 'value': '6429'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '6429'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '2230'}]",False,2024-07-29T08:51:14.440679,2024-07-29T08:51:13,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717103,runs,SRS5841455,samples
analysis-jobs,MGYA00776840,MGYA00776840,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38799'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34451'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34451'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34451'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29582'}]",False,2024-07-29T08:51:28.773513,2024-07-29T08:51:27,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717102,runs,SRS5841456,samples
analysis-jobs,MGYA00776841,MGYA00776841,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39560'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '35575'}, {'key': 'Nucleotide sequences after length filtering', 'value': '35575'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '35575'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32164'}]",False,2024-07-29T08:51:43.001968,2024-07-29T08:51:42,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717101,runs,SRS5841457,samples
analysis-jobs,MGYA00776842,MGYA00776842,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46025'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '41020'}, {'key': 'Nucleotide sequences after length filtering', 'value': '41020'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '41020'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35666'}]",False,2024-07-29T08:51:57.341650,2024-07-29T08:51:56,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717100,runs,SRS5841458,samples
analysis-jobs,MGYA00776843,MGYA00776843,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35689'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32158'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32158'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32158'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28607'}]",False,2024-07-29T08:52:11.797773,2024-07-29T08:52:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717099,runs,SRS5841459,samples
analysis-jobs,MGYA00776844,MGYA00776844,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31761'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28273'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28273'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28273'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23755'}]",False,2024-07-29T08:52:25.386408,2024-07-29T08:52:24,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717097,runs,SRS5841461,samples
analysis-jobs,MGYA00776845,MGYA00776845,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46281'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40575'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40575'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40575'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '33482'}]",False,2024-07-29T08:52:40.110290,2024-07-29T08:52:39,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717095,runs,SRS5841463,samples
analysis-jobs,MGYA00776846,MGYA00776846,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '44523'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39733'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39733'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39733'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35703'}]",False,2024-07-29T08:52:53.414282,2024-07-29T08:52:52,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717092,runs,SRS5841466,samples
analysis-jobs,MGYA00776847,MGYA00776847,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '37987'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33866'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33866'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33866'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29846'}]",False,2024-07-29T08:53:07.980375,2024-07-29T08:53:07,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717089,runs,SRS5841470,samples
analysis-jobs,MGYA00776848,MGYA00776848,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36478'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32294'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32294'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32294'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27445'}]",False,2024-07-29T08:53:21.534885,2024-07-29T08:53:20,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717088,runs,SRS5841469,samples
